rank,cluster_id,cluster_score,cluster_title,articles_count,unique_urls,outlets,products,primary_tags,representative_url
124,C071,8.25,Fotos | Así es la nueva grúa contra los vehículos abandonados en Arica: Puede retirar hasta 5 autos al día,1,1,Elmorrocotudo,regiones,source:normal_scrape; product:regiones; sector:justicia_seguridad; sector:infraestructura_concesiones; sector:politica_estado; sector:empresas_finanzas; sector:medioambiente_permisos; sector:salud_educacion_social,https://www.elmorrocotudo.cl/noticia/sociedad/fotos-asi-es-la-nueva-grua-contra-los-vehiculos-abandonados-en-arica-puede-retirar-
125,C079,8.25,Con sonidos eléctricos hoy concluye la temporada 2026 del Festival Guitarras al Puerto,1,1,Chanarcillo,regiones,product:regiones; sector:justicia_seguridad; source:normal_scrape; region:Metropolitana; region:Magallanes; region:Los Lagos; sector:politica_estado; region:Coquimbo,https://www.chanarcillo.cl/con-sonidos-electricos-hoy-concluye-la-temporada-2026-del-festival-guitarras-al-puerto
126,C082,8.25,Incautan más de 200 detonadores electrónicos en Ovalle,1,1,Diarioeldia,regiones,product:regiones; source:normal_scrape; sector:justicia_seguridad; sector:politica_estado; region:Los Ríos; sector:infraestructura_concesiones; product:nacional; region:La Araucanía,https://www.diarioeldia.cl/noticias/2026/06/13/141181-incautan-mas-de-200-detonadores-electronicos-en-ovalle
127,C084,8.25,"""Superstar"" aterriza con una poderosa reinvención de Jesucristo Superestrella",1,1,Diarioeldia,regiones,product:regiones; region:Coquimbo; region:Metropolitana; source:normal_scrape; sector:politica_estado; sector:empresas_finanzas; sector:justicia_seguridad; sector:salud_educacion_social,https://www.diarioeldia.cl/noticias/2026/06/13/141166-superstar-aterriza-con-una-poderosa-reinvencion-de-jesucristo-superestrella
128,C085,8.25,Buscan acelerar el proceso de restauración de la iglesia de Monte Patria,1,1,Diarioeldia,regiones,source:normal_scrape; sector:medioambiente_permisos; sector:empresas_finanzas; sector:infraestructura_concesiones; sector:politica_estado; sector:salud_educacion_social; product:biz; sector:laboral_gobernanza,https://www.diarioeldia.cl/noticias/2026/06/13/141163-buscan-acelerar-el-proceso-de-restauracion-de-la-iglesia-de-monte-patria
129,C087,8.25,Juan Montalván: el nuevo sacerdote que llega a servir a sus ovejas en Elqui y Limarí,1,1,Diarioeldia,regiones,product:regiones; source:normal_scrape; sector:politica_estado; sector:empresas_finanzas; sector:justicia_seguridad; sector:salud_educacion_social; region:Atacama; region:Coquimbo,https://www.diarioeldia.cl/noticias/2026/06/13/141142-juan-montalvan-el-nuevo-sacerdote-que-llega-a-servir-a-sus-ovejas-en-elqui-y-limari
130,C088,8.25,“Ya quiero volver pronto”: los nuevos desafíos de Valentina Toro,1,1,Diarioeldia,regiones,sector:medioambiente_permisos; region:Metropolitana; source:normal_scrape; product:biz; region:Maule; sector:politica_estado; region:Atacama; sector:empresas_finanzas,https://www.diarioeldia.cl/noticias/2026/06/13/141139-ya-quiero-volver-pronto-los-nuevos-desafios-de-valentina-toro
131,C089,8.25,Illapel avanza con 2 mil esterilizaciones gratuitas para perros y gatos,1,1,Diarioeldia,regiones,source:normal_scrape; product:regiones; sector:justicia_seguridad; region:Coquimbo; region:Metropolitana; sector:empresas_finanzas; region:Magallanes; sector:infraestructura_concesiones,https://www.diarioeldia.cl/noticias/2026/06/13/141151-illapel-avanza-con-2-mil-esterilizaciones-gratuitas-para-perros-y-gatos
132,C113,8.25,Cuando la enfermedad avanza más rápido que el sistema: Lo que las cifras en salud pública no muestran,1,1,Lavozdemaipu,nacional,sector:medioambiente_permisos; sector:politica_estado; sector:empresas_finanzas; sector:infraestructura_concesiones; noise:opinion; sector:mineria_energia; product:biz; region:Biobío,https://lavozdemaipu.cl/cuando-la-enfermedad-avanza-mas-rapido-que-el-sistema
133,C114,8.25,Vecinos de zonas rurales de Quillota: “Hemos perdido trabajos porque la micro no pasa”,1,1,Observador,regiones,source:normal_scrape; sector:politica_estado; product:regiones; sector:medioambiente_permisos; sector:empresas_finanzas; sector:justicia_seguridad; product:biz; sector:salud_educacion_social,https://www.observador.cl/vecinos-de-zonas-rurales-de-quillota-hemos-perdido-trabajos-porque-la-micro-no-pasa
134,C116,8.25,Tohá responde a Quiroz por críticas al gobierno de Boric: “No tiene fundamento”,1,1,Atentos,nacional,sector:politica_estado; sector:empresas_finanzas; source:normal_scrape; product:regiones; sector:economia_macro; product:nacional; sector:salud_educacion_social; sector:laboral_gobernanza,https://www.atentos.cl/toha-responde-a-quiroz-por-criticas-al-gobierno-de-boric-no-tiene-fundamento
135,C121,8.25,Voraz incendio destruye histórica ex Escuela Balmaceda en San Javier,1,1,Diarioelcentro,regiones,product:regiones; source:normal_scrape; sector:justicia_seguridad; sector:politica_estado; region:Magallanes; sector:empresas_finanzas; sector:salud_educacion_social; region:Metropolitana,https://www.diarioelcentro.cl/2026/06/13/voraz-incendio-destruye-historica-ex-escuela-balmaceda-en-san-javier
136,C125,8.25,Coro de Profesores de Rancagua cumple 76 años cantando la historia y el alma de una ciudad - El Rancagüino,1,1,Elrancaguino,regiones,product:regiones; source:normal_scrape; sector:politica_estado; sector:empresas_finanzas; sector:salud_educacion_social; sector:justicia_seguridad; region:Maule; sector:economia_macro,https://www.elrancaguino.cl/2026/06/13/coro-de-profesores-de-rancagua-cumple-76-anos-cantando-la-historia-y-el-alma-de-una-ciudad
137,C126,8.25,Rancagua se puso en modo Mundial: cientos de personas participaron en masiva cambiatón - El Rancagüino,1,1,Elrancaguino,regiones,region:O'Higgins; source:normal_scrape; product:regiones; noise:deportes; region:Coquimbo; sector:justicia_seguridad; sector:medioambiente_permisos; region:Metropolitana,https://www.elrancaguino.cl/2026/06/13/rancagua-se-puso-en-modo-mundial-cientos-de-personas-participaron-en-masiva-cambiaton
138,C127,8.25,Influenza lidera circulación viral en el país. - El Rancagüino,1,1,Elrancaguino,nacional,product:regiones; source:normal_scrape; sector:politica_estado; sector:empresas_finanzas; sector:justicia_seguridad; sector:salud_educacion_social; sector:infraestructura_concesiones; sector:laboral_gobernanza,https://www.elrancaguino.cl/2026/06/13/influenza-lidera-circulacion-viral-en-el-pais
139,C137,8.25,Rancagua: Entregan inmueble fiscal a Carabineros para moderno centro de comunicaciones y televigilancia,1,1,Eltipografo,regiones,sector:politica_estado; source:normal_scrape; sector:justicia_seguridad; product:regiones; sector:empresas_finanzas; sector:medioambiente_permisos; sector:infraestructura_concesiones; sector:mineria_energia,https://eltipografo.cl/2026/06/rancagua-entregan-inmueble-fiscal-a-carabineros-para-moderno-centro-de-comunicaciones-y-televigilancia
140,C142,8.25,¿Sabía que la urgencia no atiende por orden de llegada?,1,1,Elurbanorural,regiones,region:Valparaíso; product:regiones; sector:empresas_finanzas; region:Maule; noise:cartelera; sector:medioambiente_permisos; region:Metropolitana; noise:deportes,https://elurbanorural.cl/sabia-que-la-urgencia-no-atiende-por-orden-de-llegada
141,C143,8.25,"Pelea finaliza en incendio intencional en Dragones Norte: Damnificado amenaza con ""justicia propia""",1,1,Vlnradio,regiones,product:regiones; sector:justicia_seguridad; source:normal_scrape; region:Atacama; region:Metropolitana; region:Coquimbo; region:Maule; region:Magallanes,https://www.vlnradio.cl/noticias/nacional/region-del-maule/curico/2026/06/13/pelea-finaliza-en-incendio-intencional-en-dragones-norte-damnificado-amenaza-con-justicia-propia
142,C144,8.25,Devastador incendio consume histórico edificio municipal en San Javier,1,1,Vlnradio,regiones,product:regiones; sector:justicia_seguridad; source:normal_scrape; region:Maule; sector:politica_estado; sector:empresas_finanzas; sector:infraestructura_concesiones; sector:salud_educacion_social,https://www.vlnradio.cl/noticias/nacional/region-del-maule/2026/06/13/devastador-incendio-consume-historico-edificio-municipal-en-san-javier
143,C145,8.25,San Pedro de la Paz y Talcahuano concentran los cinco cruces ferroviarios con mÃ¡s infracciones vehiculares,1,1,Diarioconcepcion,regiones,sector:infraestructura_concesiones; sector:justicia_seguridad; sector:tecnologia_telecom; source:normal_scrape; sector:laboral_gobernanza; sector:empresas_finanzas; product:regiones; sector:salud_educacion_social,https://www.diarioconcepcion.cl/ciudad/2026/06/13/san-pedro-de-la-paz-y-hualpen-concentran-los-cinco-cruces-ferroviarios-con-mas-infracciones-vehiculares.html
144,C147,8.25,Ministerio de la Mujer refuerza estrategia contra la violencia digital por avances en la inteligencia artificial,1,1,Diarioconcepcion,nacional,product:regiones; sector:politica_estado; sector:empresas_finanzas; sector:justicia_seguridad; sector:economia_macro; sector:laboral_gobernanza; product:nacional; source:normal_scrape,https://www.diarioconcepcion.cl/ciudad/2026/06/13/ministerio-de-la-mujer-refuerza-estrategia-contra-la-violencia-digital-por-avances-en-la-inteligencia-artificial.html
145,C151,8.25,Del Tren del Recuerdo al Tren Chico: buscan rescatar históricos ramales,1,1,Ladiscusion,regiones,sector:infraestructura_concesiones; source:normal_scrape; sector:medioambiente_permisos; sector:empresas_finanzas; sector:justicia_seguridad; product:regiones; sector:politica_estado; sector:salud_educacion_social,https://ladiscusion.cl/del-tren-del-recuerdo-al-tren-chico-buscan-rescatar-historicos-ramales
146,C152,8.25,376 familias de Pinto y Bulnes reciben subsidios habitacionales por más de $24 mil millones,1,1,Ladiscusion,regiones,sector:medioambiente_permisos; source:normal_scrape; sector:politica_estado; sector:empresas_finanzas; sector:justicia_seguridad; sector:salud_educacion_social; sector:infraestructura_concesiones; sector:tecnologia_telecom,https://ladiscusion.cl/376-familias-de-pinto-y-bulnes-reciben-subsidios-habitacionales-por-mas-de-24-mil-millones
147,C160,8.25,Incendio destruye histórica escuela inaugurada por Balmaceda: Municipio lamenta pérdida patrimonial,1,1,Sabes,regiones,source:normal_scrape; product:regiones; sector:justicia_seguridad; sector:empresas_finanzas; region:Coquimbo; sector:infraestructura_concesiones; region:Magallanes; sector:laboral_gobernanza,https://sabes.cl/2026/06/13/incendio-destruye-historica-escuela-inaugurada-por-balmaceda-municipio-lamenta-perdida-patrimonial
148,C162,8.25,Incendio en campamento deja a un menor muerto y 49 damnificados,1,1,Sabes,regiones,region:Valparaíso; region:Atacama; region:Maule; source:normal_scrape; sector:politica_estado; product:regiones; sector:empresas_finanzas; sector:justicia_seguridad,https://sabes.cl/2026/06/13/incendio-en-campamento-deja-a-un-menor-muerto-y-49-damnificados
149,C170,8.25,Pequeño coyhaiquino con enfermedad sanguínea busca acceder a tratamiento que podría cambiar su vida - Diario Regional Aysén,1,1,Diarioregionalaysen,regiones,source:normal_scrape; product:regiones; sector:justicia_seguridad; sector:salud_educacion_social; noise:deportes; region:Biobío; region:Los Ríos; region:Los Lagos,https://www.diarioregionalaysen.cl/noticia/actualidad/2026/06/pequeno-coyhaiquino-con-enfermedad-sanguinea-busca-acceder-a-tratamiento-que-podria-cambiar-su-vida
150,C171,8.25,Aysén participó en el VIII Encuentro de Comunidades Portal - Diario Regional Aysén,1,1,Diarioregionalaysen,regiones,source:normal_scrape; product:regiones; sector:justicia_seguridad; sector:salud_educacion_social; region:Los Lagos; region:Biobío; region:Los Ríos; sector:politica_estado,https://www.diarioregionalaysen.cl/noticia/actualidad/2026/06/aysen-participo-en-el-viii-encuentro-de-comunidades-portal
151,C189,8.25,25 años de Derecho en el austro,1,1,Laprensaaustral,regiones,region:Magallanes; region:Maule; source:normal_scrape; sector:empresas_finanzas; sector:politica_estado; sector:laboral_gobernanza; product:regiones; sector:economia_macro,https://laprensaaustral.cl/2026/06/13/25-anos-de-derecho-en-el-austro
152,C190,8.25,DOCUMENTAL SOBRE GAUCHOS DE LA PATAGONIA DESTACA EN HISTÓRICA PARTICIPACIÓN CHILENA EN SHEFFIELD DOCFEST 2026,1,1,Radiopolar,regiones,product:regiones; sector:economia_macro; source:normal_scrape; sector:empresas_finanzas; sector:politica_estado; noise:deportes; sector:justicia_seguridad; sector:salud_educacion_social,https://www.radiopolar.com/documental-gauchos-patagonia-destaca-historica-participacion-chilena-sheffield-docfest-2026
153,C193,8.25,OMIL Y SENCE ENTREGAN HERRAMIENTAS DE EMPLEABILIDAD A ESTUDIANTES DE 4° MEDIO DEL INSTITUTO DON BOSCO,1,1,Radiopolar,regiones,region:Magallanes; product:regiones; sector:laboral_gobernanza; source:normal_scrape; sector:infraestructura_concesiones; sector:empresas_finanzas; quality:thin_text; sector:politica_estado,https://www.radiopolar.com/omil-sence-entregan-herramientas-empleabilidad-estudiantes-4-instituto-don-bosco
154,C201,8.25,SERVICIO DE REINSERCIÓN SOCIAL JUVENIL FORTALECE APOYO NUTRICIONAL PARA ADOLESCENTES Y JÓVENES EN PUNTA ARENAS,1,1,Radiopolar,regiones,region:Magallanes; product:regiones; source:normal_scrape; region:Valparaíso; region:Atacama; sector:politica_estado; sector:salud_educacion_social; sector:empresas_finanzas,https://www.radiopolar.com/servicio-reinsercion-social-juvenil-fortalece-apoyo-nutricional-adolescentes-jovenes-punta-arenas
155,C206,8.25,CABO DE HORNOS PARTICIPÓ EN ENCUENTRO DE COMUNIDADES PORTAL PARA FORTALECER EL TURISMO Y LA CONSERVACIÓN EN LA PATAGONIA,1,1,Radiopolar,regiones,sector:politica_estado; region:Magallanes; source:normal_scrape; product:regiones; sector:empresas_finanzas; sector:infraestructura_concesiones; sector:salud_educacion_social; sector:economia_macro,https://www.radiopolar.com/cabo-hornos-participo-encuentro-comunidades-portal-fortalecer-turismo-conservacion-patagonia
156,C133,8.15,"Inflación frena su ritmo en mayo y anota una variación de 0,2%",2,1,Eltipografo,biz; nacional,sector:empresas_finanzas; sector:salud_educacion_social; sector:economia_macro; product:biz; source:normal_scrape; product:nacional; sector:laboral_gobernanza; sector:justicia_seguridad,https://eltipografo.cl/2026/06/inflacion-frena-su-ritmo-en-mayo-y-anota-una-variacion-de-02
157,C013,8.0,La trampa demográfica - La Tercera,1,1,La Tercera,nacional,sector:empresas_finanzas; sector:politica_estado; sector:medioambiente_permisos; sector:mineria_energia; source:normal_scrape; sector:ma_distress; sector:justicia_seguridad; sector:economia_macro; opinion,https://www.latercera.com/opinion/noticia/la-trampa-demografica-la-columna-de-sebastian-izquierdo
158,C014,8.0,"La convivencia, factor clave de la seguridad - La Tercera",1,1,La Tercera,nacional,product:regiones; source:normal_scrape; sector:politica_estado; sector:justicia_seguridad; product:nacional; sector:infraestructura_concesiones; sector:empresas_finanzas; sector:economia_macro; opinion,https://www.latercera.com/opinion/noticia/la-convivencia-factor-clave-de-la-seguridad
159,C043,7.95,Arraigo nacional para concejala de Puyehue por venta de medicamentos sin autorización - Diario de Osorno,1,1,Diariodeosorno,regiones,product:regiones; source:normal_scrape; sector:justicia_seguridad; sector:salud_educacion_social; region:Los Ríos; region:Los Lagos; region:Biobío; sector:politica_estado,https://www.diariodeosorno.cl/noticia/actualidad/2026/06/arraigo-nacional-para-concejala-de-puyehue-por-venta-de-medicamentos-sin-autorizacion
160,C049,7.95,Los Ríos exhibe su potencial como destino de eventos internacionales en FIEXPO Latin America - Diario San José,1,1,Diariosanjose,regiones,region:Los Ríos; sector:infraestructura_concesiones; source:normal_scrape; product:regiones; sector:salud_educacion_social; noise:deportes; sector:politica_estado; sector:justicia_seguridad,https://www.diariosanjose.cl/noticia/turismo/2026/06/los-rios-exhibe-su-potencial-como-destino-de-eventos-internacionales-en-fiexpo-latin-america
161,C059,7.95,Lumaco refuerza seguridad pública con proyectos por más de $103 millones,1,1,Lasnoticiasdemalleco,regiones,product:regiones; source:normal_scrape; sector:justicia_seguridad; sector:politica_estado; region:Magallanes; sector:infraestructura_concesiones; sector:empresas_finanzas; sector:salud_educacion_social,https://lasnoticiasdemalleco.cl/sucesos/lumaco-refuerza-seguridad-publica-con-proyectos-por-mas-de-103-millones
162,C061,7.95,Habría participado en siete asaltos: Mujer fue detenida por atracos en Eje Pedro Montt de Valdivia,1,1,Rioenlinea,regiones,product:regiones; region:Los Ríos; source:normal_scrape; sector:justicia_seguridad; sector:politica_estado; sector:empresas_finanzas; region:Los Lagos; sector:infraestructura_concesiones,https://www.rioenlinea.cl/habria-participado-en-siete-asaltos-mujer-fue-detenida-por-atracos-en-eje-pedro-montt-de-valdivia
163,C077,7.95,En Diego de Almagro reactivan el convenio OS14,1,1,Chanarcillo,regiones,product:regiones; sector:justicia_seguridad; source:normal_scrape; sector:politica_estado; sector:empresas_finanzas; sector:infraestructura_concesiones; region:Metropolitana; region:La Araucanía,https://www.chanarcillo.cl/en-diego-de-almagro-reactivan-el-convenio-os14
164,C081,7.95,Copiapó Tango Club inicia intensiva preparación de cara a masivo encuentro macrozonal tanguero,1,1,Chanarcillo,regiones,product:regiones; source:normal_scrape; sector:justicia_seguridad; region:Coquimbo; region:Metropolitana; sector:empresas_finanzas; sector:politica_estado; sector:salud_educacion_social,https://www.chanarcillo.cl/copiapo-tango-club-inicia-intensiva-preparacion-de-cara-a-masivo-encuentro-macrozonal-tanguero
165,C090,7.95,Medallas de Boric vuelven a la venta con sorpresivo alza de precio,1,1,Diarioeldia,nacional,sector:politica_estado; source:normal_scrape; product:regiones; sector:economia_macro; sector:empresas_finanzas; region:Metropolitana; product:nacional; sector:salud_educacion_social,https://www.diarioeldia.cl/noticias/2026/06/13/141136-medallas-de-boric-vuelven-a-la-venta-con-sorpresivo-alza-de-precio
166,C092,7.95,Ronda focalizada en La Florida deja tres detenidos y más de 130 acciones preventivas,1,1,Diarioeldia,regiones,source:normal_scrape; sector:justicia_seguridad; sector:politica_estado; product:regiones; region:La Araucanía; sector:empresas_finanzas; region:Tarapacá; region:Valparaíso,https://www.diarioeldia.cl/noticias/2026/06/13/141130-ronda-focalizada-en-la-florida-deja-tres-detenidos-y-mas-de-130-acciones-preventivas
167,C093,7.95,PDI incauta más de 200 detonadores electrónicos y detiene a hombre en Ovalle,1,1,Diarioeldia,regiones,product:regiones; source:normal_scrape; sector:justicia_seguridad; sector:politica_estado; region:Los Ríos; region:Los Lagos; sector:infraestructura_concesiones; product:nacional,https://www.diarioeldia.cl/noticias/2026/06/13/141127-pdi-incauta-mas-de-200-detonadores-electronicos-y-detiene-a-hombre-en-ovalle
168,C107,7.95,17 cm de nieve se registraron en la cordillera del Elqui esta semana,1,1,Miradiols,regiones,region:Valparaíso; region:Maule; sector:empresas_finanzas; product:regiones; region:Metropolitana; noise:deportes; region:Atacama; region:Magallanes,https://www.miradiols.cl/2026/06/13/17-cm-de-nieve-se-registraron-en-la-cordillera-del-elqui-esta-semana
169,C109,7.95,Decomisan más de 200 detonadores electrónicos en Ovalle - Mi Radio,1,1,Miradiols,regiones,product:regiones; source:normal_scrape; sector:justicia_seguridad; region:Los Ríos; sector:politica_estado; region:Coquimbo; region:Los Lagos; sector:infraestructura_concesiones,https://www.miradiols.cl/2026/06/13/decomisan-mas-de-200-detonadores-electronicos-en-ovalle
170,C110,7.95,Microtráfico y orden vigente: Carabineros detiene a tres personas en operativo en La Florida - Mi Radio,1,1,Miradiols,regiones,source:normal_scrape; product:regiones; sector:justicia_seguridad; region:Metropolitana; sector:empresas_finanzas; sector:politica_estado; region:Tarapacá; region:Atacama,https://www.miradiols.cl/2026/06/13/detenidos-microtrafico-operativo-la-florida
171,C128,7.95,Rucos y microbasurales: Intervienen terreno en Rancagua para futuro proyecto habitacional,1,1,Eltipografo,regiones,sector:politica_estado; source:normal_scrape; sector:empresas_finanzas; sector:salud_educacion_social; sector:justicia_seguridad; sector:medioambiente_permisos; sector:infraestructura_concesiones; sector:tecnologia_telecom,https://eltipografo.cl/2026/06/rucos-y-microbasurales-intervienen-terreno-en-rancagua-para-futuro-proyecto-habitacional
172,C129,7.95,Colchagua: Carabineros detiene a uno de sus funcionarios e informa su baja inmediata,1,1,Eltipografo,regiones,product:regiones; sector:justicia_seguridad; source:normal_scrape; region:Maule; region:Valparaíso; region:Atacama; noise:horoscopo; sector:politica_estado,https://eltipografo.cl/2026/06/colchagua-carabineros-detiene-a-uno-de-sus-funcionarios-e-informa-su-baja-inmediata
173,C132,7.95,184 cupos disponibles: Hoy finaliza la Feria Inmobiliaria Minvu–Serviu en Rancagua,1,1,Eltipografo,regiones,source:normal_scrape; sector:politica_estado; sector:salud_educacion_social; sector:justicia_seguridad; sector:empresas_finanzas; sector:medioambiente_permisos; sector:infraestructura_concesiones; sector:tecnologia_telecom,https://eltipografo.cl/2026/06/184-cupos-disponibles-hoy-finaliza-la-feria-inmobiliaria-minvu-serviu-en-rancagua
174,C134,7.95,Varela y la Masonería,1,1,Eltipografo,nacional,noise:opinion; source:normal_scrape; sector:politica_estado; sector:salud_educacion_social; sector:empresas_finanzas; product:regiones; sector:justicia_seguridad; sector:economia_macro,https://eltipografo.cl/2026/06/varela-y-la-masoneria
175,C135,7.95,Contraloría revela contratación de censistas con expulsión administrativa pendiente y antecedentes penales en Censo 2024,1,1,Eltipografo,nacional,sector:justicia_seguridad; source:normal_scrape; product:regiones; sector:infraestructura_concesiones; sector:politica_estado; sector:empresas_finanzas; product:nacional; region:Valparaíso,https://eltipografo.cl/2026/06/contraloria-revela-contratacion-de-censistas-con-expulsion-administrativa-pendiente-y-antecedentes-penales-en-censo-2024
176,C139,7.95,Subsecretario Montt lidera encuentro nacional enfocado en mejorar gestión de recursos y optimizar red asistencial,1,1,Elurbanorural,nacional,sector:politica_estado; source:normal_scrape; sector:empresas_finanzas; sector:salud_educacion_social; sector:laboral_gobernanza; sector:infraestructura_concesiones; region:O'Higgins; region:Valparaíso,https://elurbanorural.cl/subsecretario-montt-lidera-encuentro-nacional-enfocado-en-mejorar-gestion-de-recursos-y-optimizar-red-asistencial
177,C140,7.95,¿Cómo estamos tratando a nuestras personas mayores?,1,1,Elurbanorural,nacional,sector:medioambiente_permisos; sector:politica_estado; sector:empresas_finanzas; noise:opinion; product:biz; sector:infraestructura_concesiones; sector:mineria_energia; region:Valparaíso,https://elurbanorural.cl/como-estamos-tratando-a-nuestras-personas-mayores
178,C159,7.95,Gore Biobío espera aprobar durante junio dineros para el REC 2027,1,1,Sabes,regiones,sector:politica_estado; source:normal_scrape; sector:empresas_finanzas; product:regiones; sector:infraestructura_concesiones; sector:economia_macro; product:nacional; sector:laboral_gobernanza,https://sabes.cl/2026/06/13/gore-biobio-espera-aprobar-durante-junio-dineros-para-el-rec-2027
179,C163,7.95,Excursionista muere tras caer 200 metros en medio de descenso en volcán Calbuco,1,1,Sabes,regiones,source:normal_scrape; sector:politica_estado; region:Biobío; sector:empresas_finanzas; sector:infraestructura_concesiones; sector:salud_educacion_social; region:Maule; sector:laboral_gobernanza,https://sabes.cl/2026/06/13/excursionista-muere-tras-caer-200-metros-en-medio-de-descenso-en-volcan-calbuco
180,C168,7.95,Violento accidente deja a motociclista en estado de gravedad tras chocar con un automóvil,1,1,Sabes,regiones,sector:justicia_seguridad; source:normal_scrape; product:regiones; sector:salud_educacion_social; region:Biobío; region:Los Ríos; sector:politica_estado; region:Magallanes,https://sabes.cl/2026/06/13/violento-accidente-deja-a-motociclista-en-estado-de-gravedad-tras-chocar-con-un-automovil
181,C176,7.95,Quedó en prisión preventiva ciudadano chino formalizado por femicidio íntimo frustrado en Natales,1,1,Itvpatagonia,regiones,product:regiones; sector:justicia_seguridad; source:normal_scrape; sector:infraestructura_concesiones; sector:politica_estado; sector:empresas_finanzas; region:Biobío; region:Metropolitana,https://www.itvpatagonia.com/noticias/policial-tribunales/13-06-2026/quedo-en-prision-preventiva-ciudadano-chino-formalizado-por-femicidio-intimo-frustrado-en-natales
182,C180,7.95,Hombre quedó en prisión preventiva tras ser formalizado por presuntos abusos sexuales contra sus hijos,1,1,Itvpatagonia,regiones,source:normal_scrape; sector:empresas_finanzas; region:Magallanes; sector:justicia_seguridad; sector:politica_estado; product:regiones; sector:infraestructura_concesiones; region:Metropolitana,https://www.itvpatagonia.com/noticias/policial-tribunales/12-06-2026/hombre-quedo-en-prision-preventiva-tras-ser-formalizado-por-presuntos-abusos-sexuales-contra-sus-hijos
183,C181,7.95,Fuego cobra la vida de pensionada de 88 años: ardió su casa en la población Río de la Mano,1,1,Laprensaaustral,regiones,region:Magallanes; region:Atacama; region:Valparaíso; source:normal_scrape; product:regiones; region:Maule; sector:politica_estado; sector:justicia_seguridad,https://laprensaaustral.cl/2026/06/13/fuego-cobra-la-vida-de-pensionada-de-88-anos-ardio-su-casa-en-la-poblacion-rio-de-la-mano
184,C183,7.95,Conductor argentino volcó en territorio chileno y dejó grave a compañero de trabajo,1,1,Laprensaaustral,regiones,sector:justicia_seguridad; product:regiones; region:Magallanes; source:normal_scrape; sector:politica_estado; region:Los Ríos; sector:infraestructura_concesiones; sector:empresas_finanzas,https://laprensaaustral.cl/2026/06/13/conductor-argentino-volco-en-territorio-chileno-y-dejo-grave-a-companero-de-trabajo
185,C185,7.95,Ciudadano chino agredió e intentó asfixiar a su pareja en Puerto Natales,1,1,Laprensaaustral,regiones,source:normal_scrape; product:regiones; sector:infraestructura_concesiones; region:Magallanes; sector:justicia_seguridad; sector:politica_estado; sector:empresas_finanzas; sector:salud_educacion_social,https://laprensaaustral.cl/2026/06/13/ciudadano-chino-agredio-e-intento-asfixiar-a-su-pareja-en-puerto-natales
186,C187,7.95,Vivanco insiste en su inocencia al abandonar la cárcel y detalla estado de salud: “No estoy bien”,1,1,Laprensaaustral,nacional,region:Metropolitana; sector:justicia_seguridad; product:nacional; region:Biobío; sector:tecnologia_telecom; sector:laboral_gobernanza; source:normal_scrape; product:regiones,https://laprensaaustral.cl/2026/06/13/vivanco-insiste-en-su-inocencia-al-abandonar-la-carcel-y-detalla-estado-de-salud-no-estoy-bien
187,C194,7.95,"INACAP PUNTA ARENAS REFUERZA SU DESPLIEGUE EN MAGALLANES CON OFERTA ACADÉMICA, APOYO ESTUDIANTIL Y VINCULACIÓN TERRITORIAL",1,1,Radiopolar,regiones,product:regiones; region:Magallanes; sector:salud_educacion_social; region:Los Ríos; source:normal_scrape; sector:infraestructura_concesiones; sector:empresas_finanzas; quality:thin_text,https://www.radiopolar.com/inacap-punta-arenas-refuerza-despliegue-magallanes-oferta-academica-apoyo-estudiantil-vinculacion-territorial
188,C198,7.95,ECOMERCADO SOLIDARIO DEL FOSIS BENEFICIÓ A MÁS DE 300 HOGARES DE PUNTA ARENAS,1,1,Radiopolar,regiones,product:regiones; region:Magallanes; source:normal_scrape; sector:justicia_seguridad; sector:salud_educacion_social; noise:deportes; noise:cartelera; region:Los Ríos,https://www.radiopolar.com/ecomercado-solidario-fosis-beneficio-300-hogares-punta-arenas
189,C015,7.7,Alerta oncológica: el desafío pendiente en salud mental - La Tercera,1,1,La Tercera,nacional,noise:opinion; sector:salud_educacion_social; region:Valparaíso; opinion; source:normal_scrape; sector:justicia_seguridad; product:regiones; sector:laboral_gobernanza; product:nacional,https://www.latercera.com/opinion/noticia/alerta-oncologica-el-desafio-pendiente-en-salud-mental
190,C108,7.65,"""¡Basta de robos!"": Vecinos de El Sauce se movilizan por ola de crímenes y falta de seguridad - Mi Radio",1,1,Miradiols,regiones,product:regiones; region:Atacama; quality:thin_text; quality:missing_url; region:Coquimbo; source:normal_scrape; sector:justicia_seguridad; sector:salud_educacion_social,https://www.miradiols.cl/2026/06/13/vecinos-el-sauce-protesta-inseguridad-robos
191,C130,7.65,Educación municipal de Pichilemu celebra avance clave con Certificación Ambiental Nivel Medio,1,1,Eltipografo,regiones,sector:medioambiente_permisos; sector:salud_educacion_social; product:biz; source:normal_scrape; sector:politica_estado; sector:empresas_finanzas; product:regiones; sector:justicia_seguridad,https://eltipografo.cl/2026/06/educacion-municipal-de-pichilemu-celebra-avance-clave-con-certificacion-ambiental-nivel-medio
